epoch,acc,loss,val_acc,val_loss
0,0.9459169822104737,0.14375571231755682,0.7398864442867282,0.8972438145098406
1,0.96546879093139,0.10141648019660744,0.7335432931156849,0.944765344018882
2,0.9683027315377105,0.0923257167089897,0.7519517388218595,0.8784833013842172
3,0.9700888285585006,0.08746296050974045,0.7560770049680624,0.9137092754297683
4,0.9718272963254031,0.08304563648954674,0.7733321504613201,0.8406257059258548
5,0.9737404046908402,0.07958074652869396,0.7674325762952449,0.9088855814624967
6,0.9754709342482881,0.07469118671742085,0.7689850958126331,0.9257825575425237
7,0.9767251712668588,0.06962989763690784,0.7757274662881476,0.8642492514814867
8,0.9785350829145928,0.06547811936856675,0.7675212916962385,0.8876057706397844
9,0.9790669429163392,0.06289431602370997,0.7588715400993612,0.8463669570203873
10,0.9794797297838395,0.0616193026651481,0.7666341376863024,0.8923437426896532
11,0.9800354044130029,0.05987341646175876,0.7851312987934705,0.8215406459245257
12,0.9807577814293539,0.05791823367807418,0.7757718239886444,0.9504824455237879
13,0.9817659339699777,0.056027166795510334,0.7700940383250532,0.9465064381542063
14,0.9820834623292293,0.05548186294884882,0.7784776437189496,0.8914810440181163
15,0.9830122327805133,0.05370576899409778,0.7716465578424414,0.9845066978374722
16,0.983393266811142,0.05328660156967823,0.7722675656493967,1.0206664761831101
17,0.983829868305113,0.052288062734086226,0.7695617459190915,0.9627425110428954
18,0.9843696665158407,0.05174681394209055,0.7820706174591909,0.9294599663172739
19,0.9850841053241568,0.05018062765916388,0.7850869410929737,0.892292959833712
20,0.9846633802486215,0.05063319149657431,0.7602022711142654,1.037878286244177
21,0.9851079199515738,0.05016019789780195,0.7696061036195884,1.0523595155617969
22,0.9852190548768387,0.04872382472673717,0.7665454222853088,1.0259307326102527
23,0.9859573083120986,0.04797636237133657,0.7615330021291696,1.0400735122502653
24,0.9858938026402483,0.04768613364188737,0.7720457771469127,0.9992920732756216
25,0.9862192692089543,0.04686641467689823,0.7694730305180979,1.017725671798181
26,0.9868781405539282,0.04577847831342749,0.7648598296664301,1.0375142455989372
27,0.9867590674192088,0.04567739748385947,0.7692068843151171,1.0788675706021915
28,0.9876163939896613,0.04373707183868001,0.7660131298793471,1.161556525960977
29,0.9875767029442817,0.04335648685901899,0.7656139105748758,1.083471853357414
30,0.9882752653351083,0.042255476537413246,0.7799858055358411,1.0686898831730196
31,0.9880212426472339,0.04122506920559517,0.7670333569907736,1.0612808320541767
32,0.9887674342914752,0.04003520872898645,0.7704932576295245,1.164906034852868
33,0.9890452716058203,0.040062965358917776,0.7636621717530163,1.1962290600185448
34,0.9891564065315583,0.03923686372051327,0.7684084457061746,1.1166265857524276
35,0.989529502353679,0.03819399088385213,0.7641057487579844,1.2507354685860885
36,0.9894421820548848,0.03796516605886895,0.7649485450674237,1.1293859727802305
37,0.9896882665333048,0.03758598400595592,0.7606902058197303,1.2426618488652221
38,0.9903471378787518,0.03615025054988654,0.7648598296664301,1.1885370814880638
39,0.990132806236257,0.03616244168222563,0.7675656493967353,1.208953230827518
40,0.9904820874319069,0.035700223975648114,0.7646380411639461,1.2349572352922242
41,0.9903471378787518,0.03644783815009295,0.7635734563520227,1.1643981728636685
42,0.9903550760877331,0.035525628320841024,0.7671220723917672,1.0842709578441507
43,0.9908710596715169,0.033832439264465504,0.7651703335699077,1.173322653880434
44,0.9911488969858621,0.033459476076210984,0.7625532292405962,1.1734221359784929
45,0.9910615766880142,0.033750927501981616,0.761222498225692,1.1240733494417645
46,0.9910933295234662,0.03328014859915945,0.7688076650106459,1.1277757289087713
47,0.9911647734038246,0.03334704896865313,0.7708037615330021,1.1220782414195045
48,0.9911012677319743,0.032783196917400025,0.7599361249112846,1.1763523286373756
49,0.9912917847479984,0.03273925815362047,0.7619322214336409,1.2344281648684259
50,0.991529931016964,0.032160687078013825,0.7568310858765082,1.191200069887491
51,0.9914267343002072,0.0326219302683273,0.7620209368346345,1.1708455771905806
52,0.9919030268390846,0.030583093663262808,0.765569552874379,1.1061815501126606
53,0.9918633357951244,0.031051695556557842,0.7610450674237047,1.27351083428281
54,0.9918950886301032,0.031337595861140315,0.7893452803406671,1.1097324114673586
55,0.9917125098235336,0.030643791076534067,0.7537704045422285,1.218987399467642
56,0.9919744707199162,0.031232588585685513,0.7664567068843151,1.1161500154614363
57,0.991887150421122,0.03091472759934546,0.7664123491838183,1.269122552520591
58,0.9921570495264859,0.03038030225325455,0.7677874378992193,1.1158100308901964
59,0.9919903471378787,0.030283098516858807,0.752750177430802,1.2471612367945584
60,0.9920459146007478,0.02955892070177521,0.7543914123491838,1.1261276120704653
61,0.9921729259444484,0.03002490144800282,0.7571859474804826,1.1827363403364646
62,0.9923237519150929,0.029135452448971404,0.754347054648687,1.2621572836228852
63,0.9922919990791678,0.029274405921242308,0.7736426543647977,1.1073733578820106
64,0.9921729259444484,0.029293530474356,0.7528388928317956,1.1691514246107586
65,0.9920935438546356,0.030028540178169423,0.7518630234208659,1.1772070127315264
66,0.9921649877359403,0.029236146145699877,0.7751508161816891,1.1556321366236004
67,0.9926333420658364,0.028535005990439913,0.767876153300213,1.1646542255287478
68,0.9923555047510181,0.029037844813549214,0.7552785663591199,1.2503431600837778
69,0.9925777746024942,0.028636514745956174,0.7511976579134138,1.2258079629616165
70,0.9927444769911012,0.02802256211864988,0.754568843151171,1.2719386774673793
71,0.9925142689306439,0.028886931954076746,0.7531050390347764,1.1868538274842853
72,0.9925222071396251,0.02832576365685865,0.7633516678495387,1.1323222608971122
73,0.9930143760964651,0.027207361368982313,0.7562987934705465,1.3221580475737982
74,0.9923634429599993,0.02835735877906534,0.7646823988644429,1.0783076782316245
75,0.9923713811694538,0.0286712486889636,0.7662792760823279,1.1821933404044787
76,0.9927921062454622,0.027913516606362015,0.7662349183818311,1.1851310701994522
77,0.9928714883348019,0.02783557558268022,0.7660131298793471,1.170666725210174
78,0.992903241170727,0.027425371296725256,0.7885024840312278,1.0357457141526112
79,0.99273653878212,0.027246945538417798,0.7670333569907736,1.221195086905557
80,0.9928079826629516,0.02706557281766886,0.757097232079489,1.180026007235854
81,0.9929111793797083,0.02717653384785798,0.7537704045422285,1.258290291763181
82,0.9928159208719328,0.02757055112896497,0.7543914123491838,0.9538486084462566
83,0.9930143760964651,0.026889684323307825,0.7584279630943932,1.2242557027551026
84,0.9928556119168394,0.027255008873747138,0.7493346344925479,1.1495405029984043
85,0.9929588086335961,0.026994227535362087,0.7622870830376153,1.2161575874711623
86,0.9930620053503528,0.02643220566476648,0.7516412349183819,1.2523378875341882
87,0.9929349940071254,0.027224664250104478,0.7476490418736693,1.3385840281473989
88,0.9931810784850722,0.02739163777561203,0.7554559971611071,1.2846720555970397
89,0.993149325649147,0.026454176292822245,0.7618878637331441,1.1284839888126441
90,0.9929270557976709,0.02674608019886342,0.7609563520227112,1.165839225238862
91,0.9930143760964651,0.026931251268576747,0.7562544357700497,1.219005323983491
92,0.9931255110222031,0.026855042476681162,0.7576738821859474,1.302784096785392
93,0.9931175728132219,0.026752544771458064,0.752306600425834,1.2080738122176413
94,0.9932763369928477,0.026253380712144524,0.7609563520227112,1.2073170969182079
95,0.993149325649147,0.026238885920425715,0.7574520936834634,1.2160630872786427
96,0.9935700507256285,0.02588964161737563,0.7577182398864443,1.1855556563526455
97,0.9932525223659038,0.026054862898658753,0.7612668559261888,1.1501028484475155
98,0.9933715955006232,0.02519811897777183,0.7532381121362669,1.2779708698423642
99,0.993260460574885,0.0263259098266367,0.7556777856635912,1.2001150141875316
100,0.9931890166940535,0.02615298290555393,0.765569552874379,1.142221569679175
101,0.9934589157994174,0.025490847116922538,0.7531937544357701,1.244881393090472
102,0.9934112865455296,0.025442346972104443,0.7582061745919092,1.2454498456969507
103,0.9934112865455296,0.025833360055364064,0.7511533002129169,1.204755378719168
104,0.9932525223659038,0.026242862722359577,0.7665010645848119,1.2305511916446255
105,0.993641494605987,0.024740572113150113,0.7590933286018453,1.1889596413305417
106,0.993260460574885,0.025796741628213132,0.7662349183818311,1.211392932808763
107,0.9934668540083986,0.024929217804798048,0.7656139105748758,1.2661299987532848
108,0.9934986068443238,0.025054680840031204,0.7535929737402413,1.1749905063496404
109,0.9933557190826605,0.02601721847014191,0.7621096522356281,1.1356643699823414
110,0.9932842752018289,0.02527735094645963,0.771957061745919,1.1901630162663963
111,0.9934430393814547,0.025492809299815865,0.7551454932576295,1.3180834653214244
112,0.993339842664698,0.02573537310661284,0.7507984386089425,1.3761562735180723
113,0.9933001516197916,0.02576097687984311,0.7526171043293116,1.3157308202440472
114,0.9936256181880244,0.024654650669815963,0.7523509581263307,1.2147959859088602
115,0.9934509775909092,0.025110280553972658,0.744277856635912,1.2750397650928171
116,0.9931572638581283,0.025921376820216054,0.7499556422995032,1.3244204316010622
117,0.9934033483365483,0.025281256498000657,0.7529276082327893,1.2758458756529074
118,0.9934668540083986,0.025249647976313076,0.7496451383960255,1.4102527646201142
119,0.9933239662467354,0.025702324139821885,0.7529276082327893,1.2884480210908176
120,0.9936256181880244,0.025171530309572445,0.7613112136266856,1.264673149949528
121,0.9937367531142356,0.025212700730842412,0.7546132008516678,1.3600127224468694
122,0.9935382978892302,0.024820642620355843,0.7617547906316536,1.3143999884532986
123,0.9939272701293135,0.024289583463662442,0.7753282469836764,1.1684147146675203
124,0.9935621125161741,0.02461765295669484,0.762819375443577,1.252765649960048
125,0.9936573710239496,0.024976074040423946,0.7504435770049681,1.3563422842005453
126,0.9935144832622863,0.024967357550851187,0.768097941802697,1.3067601809894165
127,0.9936335563970057,0.02447115742899519,0.7524396735273243,1.2713830567277689
128,0.993943146547276,0.024040226249508988,0.7610894251242015,1.264938538800198
129,0.993887579084407,0.024669991261963092,0.7627750177430802,1.2235942852674773
130,0.9939590229652386,0.02423352942868867,0.7600248403122782,1.315175205733524
131,0.993585927143118,0.02514425427094093,0.7580287437899219,1.3404562526175618
132,0.9939352083382947,0.024005867388576813,0.7574964513839603,1.2957365469381774
133,0.9935303596802489,0.025076977564606067,0.7660574875798438,1.2890643536346529
134,0.9937288149047812,0.024133238815660766,0.7576738821859474,1.292659494642504
135,0.9939272701293135,0.024195282800034912,0.7644162526614621,1.2969139921720185
136,0.9938081969945941,0.024351118975318487,0.7572303051809794,1.2840920321437126
137,0.9939272701297865,0.02352468616104097,0.7447657913413769,1.5153122114915218
138,0.993832011621538,0.024593030308428476,0.759847409510291,1.254556971346342
139,0.9937208766957999,0.0247968702827597,0.7548349893541518,1.2087061893990736
140,0.9937367531137625,0.024270311836138852,0.761222498225692,1.3089855872623417
141,0.9937446913227438,0.023629204627410732,0.7587384669978708,1.2762214408075665
142,0.993887579084407,0.023496360473036878,0.7583392476933996,1.2982002540185487
143,0.9938081969945941,0.024008009719440348,0.761444286728176,1.2271937927385863
144,0.9936335563970057,0.024085602136953453,0.7563431511710433,1.2994018385941632
145,0.9939034555023696,0.023689544064398167,0.7562100780695529,1.371542425613356
146,0.9938478880395005,0.023605598187582486,0.7537260468417317,1.3153585972855326
147,0.9938637644574632,0.024225377480817947,0.7627306600425834,1.2853462014577337
148,0.9938478880395005,0.023810342387422346,0.7586053938963804,1.2290721211801867
149,0.9939590229652386,0.0234715932080285,0.754125266146203,1.2920993721129794
150,0.993943146547276,0.023750532937282624,0.7555003548616039,1.3092162107336258
151,0.994189231025696,0.02346475594682539,0.7633516678495387,1.2494875038236992
152,0.9940622196819954,0.023483614156996485,0.7634403832505323,1.283143642002213
153,0.9941177871448644,0.023111870579208556,0.758915897799858,1.2287946662385045
154,0.9939590229652386,0.02318513707758262,0.7579843860894251,1.3436929657843792
155,0.9938081969945941,0.024310812881551177,0.7556334279630944,1.3293387753065382
156,0.9938796408754257,0.02363368713919053,0.7684528034066714,1.2431405829668911
157,0.993887579084407,0.023391731491983866,0.765347764371895,1.2957309612870809
158,0.993887579084407,0.02415991129151029,0.7543026969481902,1.3556194762343037
159,0.9939907758011638,0.02343895661223464,0.7606458481192335,1.224781885711414
160,0.9941019107269018,0.023200189272711984,0.7600691980127751,1.3498788760899652
161,0.9940384050550515,0.023207124394058427,0.7600691980127751,1.3935374799954545
162,0.9938955172938614,0.02353869558614455,0.7677874378992193,1.3256465088102816
163,0.9940939725179205,0.023442785663195333,0.7505322924059616,1.289238013427591
164,0.9938478880395005,0.023784010237370562,0.7559882895670689,1.3180194080743153
165,0.9942209838616212,0.022871796111301055,0.7650816181689141,1.2821389116912636
166,0.9940145904281076,0.023263516740973232,0.7607345635202271,1.2438851675141611
167,0.9938558262484818,0.02392575772314297,0.7653034066713982,1.3238590789907279
168,0.9939272701293135,0.023558381982949968,0.7531937544357701,1.352518427374094
169,0.9939748993832012,0.02335374237390924,0.7644162526614621,1.184540296220627
170,0.9939272701293135,0.023859476513003356,0.7552785663591199,1.314133340655446
171,0.9942368602795837,0.0225186709729674,0.759403832505323,1.2319164750496068
172,0.9939352083382947,0.02338819272344831,0.7619765791341376,1.2114072882638407
173,0.9939828375921824,0.023111790938547334,0.7580731014904187,1.3416143298952863
174,0.994133663562827,0.022786521222102087,0.7710255500354861,1.1974058704222026
175,0.9940860343089393,0.023221303712725287,0.7635734563520227,1.2287271340120507
176,0.9938081969945941,0.023413885308760703,0.7560326472675657,1.3295446999683036
177,0.9942209838616212,0.022886231447457453,0.7555890702625976,1.3173237359475125
178,0.9939510847567304,0.02372792107089142,0.768097941802697,1.2522537536215832
179,0.9938796408754257,0.023336442230980834,0.7637065294535131,1.1759369273804197
180,0.9942130456526399,0.023352884920949755,0.7532824698367636,1.3010471744411292
181,0.9940780961004311,0.022467062595794358,0.762819375443577,1.2095465738725544
182,0.9942447984885651,0.02277613908116849,0.7649929027679205,1.2632072185998355
183,0.9942686131155088,0.02296769612301778,0.7650372604684174,1.3334302638463724
184,0.9939193319203321,0.02292519011382565,0.7633516678495387,1.218854660415497
185,0.9941812928167147,0.02358046424487223,0.7697391767210788,1.2615023328717123
186,0.9941733546077334,0.022957544703450173,0.7609119943222143,1.2889893864637745
187,0.9942051074436585,0.02235027959191366,0.7558108587650816,1.323087174151915
